"removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle","tag","date_challenged","year_challenged","month_challenged","challenge_n"
0,1,-4.3,0,-1.46195786864932,0,342,"Pike, Christopher","NC",0,-310,-1.52372986369269,990,0,1,0,0,"Bury Me Deep","not_rmvd",2002-09-17,2002,9,1
1,0,-4.3,1,-1.46195786864932,0,1957,"Mayle, Peter","NC",0,-310,-1.52372986369269,3198,0,0,0,0,"What's Happening to Me?","rmvd",2008-10-03,2008,10,1
1,0,-4.3,0,-1.46195786864932,0,1450,"Kellogg, Steven","NC",0,-310,-1.52372986369269,2943,0,0,0,1,"Pinkerton, Behave!","rmvd",2008-01-22,2008,1,1
0,1,-4.3,0,-1.46195786864932,0,143,"Parnell, Peter and Justin Richardson","NC",0,-310,-1.52372986369269,3080,0,0,1,0,"And Tango Makes Three","not_rmvd",2008-06-07,2008,6,1
0,0,-4.3,0,-1.46195786864932,0,242,"Burns, Charles","NC",0,-310,-1.52372986369269,2699,0,0,0,1,"Black Hole","not_rmvd",2007-05-23,2007,5,1
0,1,-4.3,0,-1.46195786864932,1,1780,"Blume, Judy","NC",0,-310,-1.52372986369269,1050,0,0,0,0,"Then Again, Maybe I Won't","not_rmvd",2002-11-16,2002,11,1
0,0,-4.3,1,-1.46195786864932,0,917,"Hiaasen, Carl","NC",0,-310,-1.52372986369269,3891,0,0,0,0,"Hoot","not_rmvd",2010-08-27,2010,8,1
0,0,-4.3,1,-1.46195786864932,0,753,NA,"NC",0,-310,-1.52372986369269,3798,0,0,0,0,"Green Bible","not_rmvd",2010-05-26,2010,5,1
0,0,-4.3,1,-1.46195786864932,0,1251,"Peterson, Eugene H","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"Message Bible","not_rmvd",2010-05-26,2010,5,1
0,0,-4.3,1,-1.46195786864932,0,1035,"International Bible Society","NC",0,-310,-1.52372986369269,3798,0,0,0,0,"New International Version Bible","not_rmvd",2010-05-26,2010,5,1
0,1,-4.3,0,-1.46195786864932,1,267,"Morrison, Toni","NC",0,-310,-1.52372986369269,1710,0,0,0,0,"Bluest Eye, The","not_rmvd",2004-09-06,2004,9,1
0,0,-4.3,0,-1.46195786864932,0,10,"Hersey, John","NC",0,-310,-1.52372986369269,1672,0,1,0,0,"A Bell for Adano","not_rmvd",2004-07-30,2004,7,1
0,0,-4.3,0,-1.46195786864932,0,1083,"de Haan, Linda","NC",0,-310,-1.52372986369269,1620,0,0,1,0,"King & King","not_rmvd",2004-06-08,2004,6,1
0,0,-4.3,0,-1.46195786864932,0,1029,"Shubin, Seymour","NC",0,-310,-1.52372986369269,1130,0,1,0,0,"Never Quite Dead","not_rmvd",2003-02-04,2003,2,1
0,1,-4.3,0,-1.46195786864932,1,399,"Cormier, Robert","NC",0,-310,-1.52372986369269,480,0,0,0,0,"Chocolate War, The","not_rmvd",2001-04-25,2001,4,1
0,0,-4.3,0,-1.46195786864932,1,579,"Anthony, Piers","NC",0,-310,-1.52372986369269,480,0,0,0,0,"Dragon on a Pedestal","not_rmvd",2001-04-25,2001,4,1
1,1,-10.4,1,4.33804213135069,1,716,"Lowry, Lois","ND",0,-813,-2.02372986369269,3841,0,0,0,0,"Giver, The","rmvd",2010-07-08,2010,7,1
1,0,-10.4,0,4.33804213135069,0,356,"Pilkey, Dav","ND",0,-813,-2.02372986369269,905,0,1,0,0,"Captain Underpants and the Perilous Plot of Professor Poopypants","rmvd",2002-06-24,2002,6,1
0,0,-10.4,0,4.33804213135069,1,55,"Grisham, John","ND",0,-813,-2.02372986369269,1800,0,0,0,1,"A Time to Kill","not_rmvd",2004-12-05,2004,12,1
0,0,-10.4,1,4.33804213135069,0,1902,"Crew, Gary","ND",0,-813,-2.02372986369269,3711,0,0,0,0,"Viewer, The","not_rmvd",2010-02-28,2010,2,1
0,0,-10.4,1,4.33804213135069,0,738,"Lupica, Mike","ND",0,-813,-2.02372986369269,3224,0,1,0,0,"Full Court Press","not_rmvd",2008-10-29,2008,10,1
0,0,-10.4,0,4.33804213135069,0,1254,"Park, Barbara","ND",0,-813,-2.02372986369269,1800,0,0,0,0,"Mick Harte Was Here","not_rmvd",2004-12-05,2004,12,1
0,0,-13.5,0,7.03804213135068,0,1081,"Duncan, Lois","NE",0,4927.5,-0.323729863692691,480,0,1,0,1,"Killing Mr. Griffin","not_rmvd",2001-04-25,2001,4,1
0,1,-13.5,1,7.03804213135068,1,1024,"Harris, Robie","NE",0,4927.5,-0.323729863692691,3343,0,0,0,0,"It's Not the Stork!:  A Book About Girls, Boys, Babies and Bodies","not_rmvd",2009-02-25,2009,2,1
0,0,1.6,1,7.83804213135069,1,924,"Irving, John","NH",0,17303,4.67627013630731,3179,0,0,0,0,"Hotel New Hampshire, The","not_rmvd",2008-09-14,2008,9,1
0,1,1.6,0,7.83804213135069,1,399,"Cormier, Robert","NH",0,17303,4.67627013630731,1703,0,1,0,1,"Chocolate War, The","not_rmvd",2004-08-30,2004,8,1
1,0,1.6,1,7.83804213135069,1,40,"Irving, John","NH",0,17303,4.67627013630731,3405,0,1,0,0,"A Prayer for Owen Meany","rmvd",2009-04-28,2009,4,1
0,0,1.6,1,7.83804213135069,0,1907,"Hahn, Mary Downing","NH",0,17303,4.67627013630731,3730,0,0,0,0,"Wait Till Helen Comes","not_rmvd",2010-03-19,2010,3,1
1,0,1.6,1,7.83804213135069,0,447,"Lippman, Laura","NH",0,17303,4.67627013630731,3509,0,0,0,0,"Crack Cocaine Diet, The","rmvd",2009-08-10,2009,8,1
0,0,1.6,0,7.83804213135069,0,687,"Avi","NH",0,17303,4.67627013630731,480,0,1,0,0,"Fighting Ground, The","not_rmvd",2001-04-25,2001,4,1
0,0,1.6,0,7.83804213135069,0,993,"Collier, James Lincoln and Christopher Collier","NH",0,17303,4.67627013630731,480,0,1,0,0,"My Brother Sam is Dead","not_rmvd",2001-04-25,2001,4,1
0,1,4.4,0,2.53804213135068,0,143,"Parnell, Peter and Justin Richardson","NJ",1,19935.5,5.77627013630731,2770,0,0,1,0,"And Tango Makes Three","not_rmvd",2007-08-02,2007,8,1
0,0,4.4,1,2.53804213135068,0,1416,"Various","NJ",0,19935.5,5.77627013630731,3377,0,1,0,1,"Paint Me Like I Am","not_rmvd",2009-03-31,2009,3,1
1,0,4.4,1,2.53804213135068,1,1527,"Sonnie, Amy","NJ",0,19935.5,5.77627013630731,3718,0,0,1,0,"Revolutionary Voices:  A Multicultural Queer Youth Anthology","rmvd",2010-03-07,2010,3,1
1,0,4.4,1,2.53804213135068,0,1527,"Sonnie, Amy (ed.)","NJ",0,19935.5,5.77627013630731,3805,0,0,1,0,"Revolutionary Voices:  A Multicultural Queer Youth Anthology","rmvd",2010-06-02,2010,6,1
0,0,4.4,0,2.53804213135068,0,1052,"Rachell Pollack and Cheryl Schwartz","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Journey Out:  A Guide for and about Lesbian, Gay, and Bisexual Teens, The","not_rmvd",2006-10-29,2006,10,1
0,0,4.4,0,2.53804213135068,0,1061,"Baskin, Julia","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Notebook Girls, The","not_rmvd",2006-10-29,2006,10,1
0,0,4.4,0,2.53804213135068,0,1515,"Gray, Heather M.","NJ",0,19935.5,5.77627013630731,2493,0,0,0,0,"Real Girl/Real World","not_rmvd",2006-10-29,2006,10,1
0,0,4.4,0,2.53804213135068,0,1167,"White, Ellen Emerson","NJ",0,19935.5,5.77627013630731,721,0,1,0,0,"Long Live the Queen","not_rmvd",2001-12-22,2001,12,1
0,0,4.4,0,2.53804213135068,0,674,"Newman, Leslea","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Fat Chance","not_rmvd",2001-04-25,2001,4,1
0,0,4.4,0,2.53804213135068,0,980,"Bradbury, Ray","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Illustrated Man, The","not_rmvd",2001-04-25,2001,4,1
0,0,4.4,0,2.53804213135068,0,1577,"Myers, Walter Dean","NJ",0,19935.5,5.77627013630731,480,0,0,0,0,"Scorpions","not_rmvd",2001-04-25,2001,4,1
1,1,2.4,0,-0.66195786864931,1,1671,"Morrison, Toni","NM",0,-2401.5,-0.52372986369269,2759,0,1,0,0,"Song of Solomon","rmvd",2007-07-22,2007,7,1
0,0,2.4,0,-0.66195786864931,0,423,NA,"NM",0,-2401.5,-0.52372986369269,517,0,0,0,0,"Combat & Survival (series)","not_rmvd",2001-06-01,2001,6,1
1,0,2.4,0,-0.66195786864931,0,1017,"Touchette, Charleen","NM",0,-2401.5,-0.52372986369269,2109,0,0,0,0,"It Stops with Me: Memoir of a Canuck Girl","rmvd",2005-10-10,2005,10,1
1,0,10.2,0,-0.461957868649321,0,69,"Alexie, Sherman","NY",0,5007.5,3.37627013630731,2859,0,1,0,0,"Absolutely True Diary of a Part-Time Indian, The","rmvd",2007-10-30,2007,10,1
0,0,10.2,0,-0.461957868649321,0,1147,"Conrad, Hy","NY",1,5007.5,3.37627013630731,2925,0,1,0,1,"Little Giant Book of Whodunits, The","not_rmvd",2008-01-04,2008,1,1
0,1,10.2,0,-0.461957868649321,0,1702,"Crutcher, Chris","NY",0,5007.5,3.37627013630731,2329,0,1,0,0,"Staying Fat for Sarah Byrnes","not_rmvd",2006-05-18,2006,5,1
1,0,10.2,0,-0.461957868649321,1,15,"Peck, Robert Newton","NY",0,5007.5,3.37627013630731,480,0,1,0,1,"A Day No Pigs Would Die","rmvd",2001-04-25,2001,4,1
0,0,10.2,1,-0.461957868649321,0,2048,"Tateno, Makoto","NY",0,5007.5,3.37627013630731,3675,0,0,1,0,"Yellow Volumes 1-4","not_rmvd",2010-01-23,2010,1,1
0,0,10.2,1,-0.461957868649321,0,857,"Holmes, Melisa and Trish Hutchinson","NY",1,5007.5,3.37627013630731,3207,0,0,0,0,"Hang-Ups, Hook-Ups, and Holding Out","not_rmvd",2008-10-12,2008,10,1
0,0,10.2,0,-0.461957868649321,1,388,"Dickey, Eric Jerome","NY",0,5007.5,3.37627013630731,2422,0,1,0,0,"Chasing Destiny","not_rmvd",2006-08-19,2006,8,1
0,0,10.2,0,-0.461957868649321,0,851,"Merriam, Eve","NY",0,5007.5,3.37627013630731,315,1,0,0,1,"Halloween ABC","not_rmvd",2000-11-11,2000,11,1
1,0,10.2,1,-0.461957868649321,1,740,"Bechdel, Alison","NY",0,5007.5,3.37627013630731,3862,0,0,1,0,"Fun Home","rmvd",2010-07-29,2010,7,1
1,0,10.2,0,-0.461957868649321,0,1000,"Merriam, Eve","NY",0,5007.5,3.37627013630731,180,0,1,0,0,"Inner City Mother Goose, The","rmvd",2000-06-29,2000,6,1
0,0,10.2,NA,-0.461957868649321,1,683,"Moriarty, Jaclyn","NY",0,5007.5,3.37627013630731,NA,0,0,0,0,"Feeling Sorry for Celia","not_rmvd",NA,NA,NA,1
0,0,10.2,1,-0.461957868649321,1,783,"Kaysen, Susanna","NY",0,5007.5,3.37627013630731,3217,0,1,0,0,"Girl, Interrupted","not_rmvd",2008-10-22,2008,10,1
0,0,10.2,0,-0.461957868649321,0,1829,"Howe, James","NY",0,5007.5,3.37627013630731,3080,0,0,1,0,"Totally Joe","not_rmvd",2008-06-07,2008,6,1
0,1,10.2,0,-0.461957868649321,1,100,"Naylor, Phyllis Reynolds","NY",0,5007.5,3.37627013630731,2807,0,0,0,0,"Alice on Her Way","not_rmvd",2007-09-08,2007,9,1
1,0,10.2,1,-0.461957868649321,0,1043,"Jones, Sherry","NY",0,5007.5,3.37627013630731,3222,0,0,0,0,"Jewel of Medina, The","rmvd",2008-10-27,2008,10,1
1,0,10.2,0,-0.461957868649321,0,682,"Anderson, M.T.","NY",0,5007.5,3.37627013630731,3080,0,1,0,0,"Feed","rmvd",2008-06-07,2008,6,1
1,0,10.2,0,-0.461957868649321,0,1013,"Various","NY",0,5007.5,3.37627013630731,2799,0,0,0,0,"Islamic Religious Texts","rmvd",2007-08-31,2007,8,1
1,0,10.2,0,-0.461957868649321,0,1963,"Kushner, Harold S.","NY",0,5007.5,3.37627013630731,2799,0,0,0,0,"When Bad Things Happen to Good People","rmvd",2007-08-31,2007,8,1
1,0,10.2,0,-0.461957868649321,0,295,"Gilman, Rebecca","NY",0,5007.5,3.37627013630731,2064,0,1,0,0,"Boy Gets Girl: A Play","rmvd",2005-08-26,2005,8,1
1,0,10.2,0,-0.461957868649321,1,1434,"Chbosky, Stephen","NY",0,5007.5,3.37627013630731,1472,0,0,0,0,"Perks of Being a Wallflower, The","rmvd",2004-01-12,2004,1,1
0,0,10.2,1,-0.461957868649321,0,279,"Crumb, R.","NY",0,5007.5,3.37627013630731,3675,0,0,0,0,"Book of Genesis","not_rmvd",2010-01-23,2010,1,1
0,0,10.2,1,-0.461957868649321,0,2060,"Kutner, Merrily","NY",0,5007.5,3.37627013630731,3156,0,0,0,0,"Z is for Zombie","not_rmvd",2008-08-22,2008,8,1
0,0,10.2,0,-0.461957868649321,0,689,"Humphry, Derek","NY",0,5007.5,3.37627013630731,2106,0,0,0,0,"Final Exit","not_rmvd",2005-10-07,2005,10,1
0,0,10.2,0,-0.461957868649321,0,994,"Alvarez, Julia","NY",0,5007.5,3.37627013630731,268,0,0,0,0,"In the Time of Butterflies","not_rmvd",2000-09-25,2000,9,1
1,0,10.2,0,-0.461957868649321,0,148,"Rennison, Louise","NY",0,5007.5,3.37627013630731,1560,0,0,0,0,"Angus, Thongs, and Full Frontal Snogging","rmvd",2004-04-09,2004,4,1
0,0,-0.7,0,3.43804213135068,1,909,"Various","OH",1,2469,-2.92372986369269,2879,1,1,0,0,"Holy Bible","not_rmvd",2007-11-19,2007,11,1
0,0,-0.7,1,3.43804213135068,1,1242,"Garrison, Eric Marlowe","OH",1,2469,-2.92372986369269,3650,0,1,0,0,"Mastering Multiple Position Sex","not_rmvd",2009-12-29,2009,12,1
1,0,-0.7,1,3.43804213135068,1,1882,"Braff, Joshua","OH",0,2469,-2.92372986369269,3380,0,1,0,0,"Unthinkable Thoughts of Jacob Green, The","rmvd",2009-04-03,2009,4,1
1,0,-0.7,0,3.43804213135068,1,607,"Mackler, Carolyn","OH",1,2469,-2.92372986369269,2479,0,0,0,0,"Earth, My Butt and Other Big Round Things, The","rmvd",2006-10-15,2006,10,1
1,0,-0.7,0,3.43804213135068,1,1165,"McMurtry, Larry","OH",0,2469,-2.92372986369269,870,0,0,0,1,"Lonesome Dove","rmvd",2002-05-20,2002,5,1
0,0,-0.7,1,3.43804213135068,0,197,"Miller, Frank","OH",0,2469,-2.92372986369269,3802,0,1,0,0,"Batman:  The Dark Knight Strikes Again","not_rmvd",2010-05-30,2010,5,1
0,0,-0.7,1,3.43804213135068,0,68,"Gaiman, Neil","OH",1,2469,-2.92372986369269,3695,0,1,0,0,"Absolute Sandman Vol. 1 and Vol. 2","not_rmvd",2010-02-12,2010,2,1
0,0,-0.7,1,3.43804213135068,1,1174,"Green, John","OH",0,2469,-2.92372986369269,3494,0,1,0,0,"Looking for Alaska","not_rmvd",2009-07-26,2009,7,1
0,1,-0.7,0,3.43804213135068,1,1552,"Crutcher, Chris","OH",0,2469,-2.92372986369269,3080,0,1,0,0,"Running Loose","not_rmvd",2008-06-07,2008,6,1
0,0,-0.7,0,3.43804213135068,1,990,"Gaiman, Neil and P. Craig Russell","OH",0,2469,-2.92372986369269,2936,0,0,0,0,"Murder Mysteries","not_rmvd",2008-01-15,2008,1,1
0,0,-0.7,0,3.43804213135068,1,1063,"Black, Lewis","OH",0,2469,-2.92372986369269,2807,0,1,0,0,"Nothing's Sacred","not_rmvd",2007-09-08,2007,9,1
0,0,-0.7,0,3.43804213135068,1,1691,"Welch, Nathaniel","OH",0,2469,-2.92372986369269,2759,0,0,0,0,"Spring Broke","not_rmvd",2007-07-22,2007,7,1
0,0,-0.7,0,3.43804213135068,0,717,"Rothbart, Davy","OH",1,2469,-2.92372986369269,2432,0,1,0,0,"Found:  The Best Lost, Tossed, and Forgotten Items From Around the World","not_rmvd",2006-08-29,2006,8,1
0,0,-0.7,1,3.43804213135068,1,862,"Lobdell, Scott","OH",0,2469,-2.92372986369269,3807,0,0,0,0,"Hardy Boys Undercover Brothers:  The Opposite Numbers","not_rmvd",2010-06-04,2010,6,1
0,0,-0.7,1,3.43804213135068,0,1819,"Pearl, Michael and Debi","OH",0,2469,-2.92372986369269,3729,0,0,0,1,"To Train Up A Child","not_rmvd",2010-03-18,2010,3,1
0,0,-0.7,1,3.43804213135068,0,1911,"Kotzwinkle, William","OH",0,2469,-2.92372986369269,3580,0,1,0,0,"Walter the Farting Dog","not_rmvd",2009-10-20,2009,10,1
0,0,-0.7,1,3.43804213135068,0,1163,"Dessen, Sarah","OH",0,2469,-2.92372986369269,3176,0,0,0,0,"Lock and Key","not_rmvd",2008-09-11,2008,9,1
0,0,-0.7,0,3.43804213135068,1,1420,"Waggoner, Tim","OH",0,2469,-2.92372986369269,3013,0,1,0,0,"Pandora Drive","not_rmvd",2008-04-01,2008,4,1
0,0,-0.7,0,3.43804213135068,1,1596,"Zane","OH",0,2469,-2.92372986369269,2432,0,1,0,0,"Sex Chronicles, The","not_rmvd",2006-08-29,2006,8,1
1,1,-0.7,0,3.43804213135068,0,1941,"Crutcher, Chris","OH",0,2469,-2.92372986369269,2854,0,1,0,0,"Whale Talk","rmvd",2007-10-25,2007,10,1
1,1,-0.7,0,3.43804213135068,0,8,"Cormier, Robert","OH",0,2469,-2.92372986369269,2848,0,0,0,0,"8+1","rmvd",2007-10-19,2007,10,1
1,1,-0.7,0,3.43804213135068,0,329,"Cormier, Robert","OH",0,2469,-2.92372986369269,2848,0,0,0,0,"Bumblebee Flies Anyway, The","rmvd",2007-10-19,2007,10,1
1,1,-0.7,0,3.43804213135068,0,952,"Cormier, Robert","OH",0,2469,-2.92372986369269,2848,0,0,0,0,"I Am the Cheese","rmvd",2007-10-19,2007,10,1
1,1,-0.7,0,3.43804213135068,0,1496,"Cormier, Robert","OH",0,2469,-2.92372986369269,2848,0,0,0,0,"Rag and Bone Shop, The","rmvd",2007-10-19,2007,10,1
1,0,-0.7,0,3.43804213135068,0,1559,"Codell, Esme","OH",0,2469,-2.92372986369269,2456,0,1,0,0,"Sahara Special","rmvd",2006-09-22,2006,9,1
1,0,-0.7,0,3.43804213135068,0,543,"Gettings, Fred","OH",0,2469,-2.92372986369269,120,1,0,0,0,"Dictionary of Demons","rmvd",2000-04-30,2000,4,1
0,0,-0.7,1,3.43804213135068,0,1993,"Skutch, Robert","OH",0,2469,-2.92372986369269,3802,0,0,1,0,"Who's in a Family?","not_rmvd",2010-05-30,2010,5,1
0,0,-0.7,0,3.43804213135068,0,147,"Brown, Dan","OH",0,2469,-2.92372986369269,2479,0,0,0,0,"Angels & Demons","not_rmvd",2006-10-15,2006,10,1
0,0,-0.7,0,3.43804213135068,0,907,"Sachar, Louis","OH",0,2469,-2.92372986369269,480,0,0,0,0,"Holes","not_rmvd",2001-04-25,2001,4,1
1,0,-16.9,0,1.03804213135068,1,217,"Johnson, Maureen","OK",1,-3087.5,-3.72372986369269,3014,0,1,1,0,"Bermudez Triangle, The","rmvd",2008-04-02,2008,4,1
1,0,-16.9,0,1.03804213135068,1,1019,"Cohn, Rachel","OK",0,-3087.5,-3.72372986369269,3006,0,1,1,0,"Naomi and Ely's No Kiss List:  A Novel","rmvd",2008-03-25,2008,3,1
1,0,-16.9,0,1.03804213135068,1,1039,"Cohn, Rachel","OK",0,-3087.5,-3.72372986369269,3006,0,1,1,0,"Nick & Norah's Infinite Playlist","rmvd",2008-03-25,2008,3,1
1,0,-16.9,0,1.03804213135068,0,978,"Goble, Paul","OK",1,-3087.5,-3.72372986369269,2135,0,0,0,1,"Iktomi and the Coyote","rmvd",2005-11-05,2005,11,1
0,0,-16.9,0,1.03804213135068,1,1236,"Soryo, Fuyumi","OK",0,-3087.5,-3.72372986369269,1917,0,0,0,0,"Mars, Vol. 10","not_rmvd",2005-04-01,2005,4,1
0,0,-16.9,0,1.03804213135068,0,600,"Burroughs, Augusten","OK",0,-3087.5,-3.72372986369269,1800,0,1,1,0,"Dry","not_rmvd",2004-12-05,2004,12,1
1,1,-16.9,0,1.03804213135068,1,1849,"Myracle, Lauren","OK",0,-3087.5,-3.72372986369269,3127,0,0,0,0,"TTFN","rmvd",2008-07-24,2008,7,1
1,1,-16.9,0,1.03804213135068,1,1849,"Myracle, Lauren","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"TTFN","rmvd",2008-04-02,2008,4,1
1,1,-16.9,0,1.03804213135068,1,1849,"Myracle, Lauren","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"TTYL","rmvd",2008-04-02,2008,4,1
0,0,-16.9,0,1.03804213135068,1,714,"Bagdasarian, Adam","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Forgotten Fire","not_rmvd",2008-04-02,2008,4,1
0,0,-16.9,0,1.03804213135068,0,2055,"Bunting, Eve","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Your Move","not_rmvd",2008-04-02,2008,4,1
0,0,-16.9,0,1.03804213135068,0,1836,"Lupica, Mike","OK",0,-3087.5,-3.72372986369269,3006,0,1,0,0,"Travel Team","not_rmvd",2008-03-25,2008,3,1
0,0,-16.9,0,1.03804213135068,0,482,"Boyd, Candy","OK",0,-3087.5,-3.72372986369269,1917,0,0,0,1,"Daddy, Daddy Be There","not_rmvd",2005-04-01,2005,4,1
0,0,-16.9,0,1.03804213135068,0,1016,"Sandford, John","OK",0,-3087.5,-3.72372986369269,1800,0,1,0,0,"Naked Prey","not_rmvd",2004-12-05,2004,12,1
1,1,-16.9,0,1.03804213135068,0,982,"Schwartz, Alvin","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Scary Stories to Tell in the Dark","rmvd",2008-04-02,2008,4,1
0,0,-16.9,1,1.03804213135068,0,77,"Beard, George","OK",0,-3087.5,-3.72372986369269,3261,0,1,0,0,"Adventures of Super Diaper Baby, The","not_rmvd",2008-12-05,2008,12,1
0,0,-16.9,0,1.03804213135068,1,1080,"Mosely, Walter","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Killing Johnny Fry","not_rmvd",2008-04-02,2008,4,1
0,0,-16.9,0,1.03804213135068,1,1631,"Konigsburg, E.L.","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"Silent to the Bone","not_rmvd",2008-04-02,2008,4,1
0,0,-16.9,0,1.03804213135068,0,1778,"Jones, Richard","OK",0,-3087.5,-3.72372986369269,3014,0,0,0,0,"That's Magic","not_rmvd",2008-04-02,2008,4,1
0,0,-16.9,0,1.03804213135068,0,1134,"Vreeland, Susan","OK",0,-3087.5,-3.72372986369269,1917,0,0,0,0,"Life Studies","not_rmvd",2005-04-01,2005,4,1
0,0,-16.9,0,1.03804213135068,0,237,"Klein, Fritz and Tom Schwartz, editors","OK",0,-3087.5,-3.72372986369269,1800,0,0,0,0,"Bisexual and Gay Husbands","not_rmvd",2004-12-05,2004,12,1
0,0,-16.9,0,1.03804213135068,0,297,"Levithan, David","OK",0,-3087.5,-3.72372986369269,1800,0,0,0,0,"Boy Meets Boy","not_rmvd",2004-12-05,2004,12,1
0,0,-16.9,0,1.03804213135068,0,75,"Twain, Mark","OK",0,-3087.5,-3.72372986369269,60,0,1,0,0,"Adventures of Huckleberry Finn, The","not_rmvd",2000-03-01,2000,3,1
1,0,4,0,5.53804213135068,0,2023,"Hesse, Karen","OR",0,1274.5,1.07627013630731,1427,0,1,0,1,"Witness","rmvd",2003-11-28,2003,11,1
0,1,4,0,5.53804213135068,0,1069,"Steinbeck, John","OR",0,1274.5,1.07627013630731,2812,0,1,0,1,"Of Mice and Men","not_rmvd",2007-09-13,2007,9,1
0,0,4,0,5.53804213135068,1,210,"Nicholson, Geoff","OR",0,1274.5,1.07627013630731,1426,0,1,0,0,"Bedlam Burning","not_rmvd",2003-11-27,2003,11,1
0,1,4,0,5.53804213135068,1,214,"Morrison, Toni","OR",0,1274.5,1.07627013630731,990,0,1,0,1,"Beloved","not_rmvd",2002-09-17,2002,9,1
0,0,4,0,5.53804213135068,1,1811,"Adelman, Bob","OR",0,1274.5,1.07627013630731,180,0,0,0,1,"Tijuana Bibles","not_rmvd",2000-06-29,2000,6,1
1,0,4,1,5.53804213135068,1,69,"Alexie, Sherman","OR",0,1274.5,1.07627013630731,3220,0,0,0,0,"Absolutely True Diary of a Part-Time Indian, The","rmvd",2008-10-25,2008,10,1
1,0,4,0,5.53804213135068,0,584,"Grimsley, Jim","OR",0,1274.5,1.07627013630731,510,0,0,1,0,"Dream Boy","rmvd",2001-05-25,2001,5,1
1,0,4,0,5.53804213135068,1,1529,"Cody, Robin","OR",0,1274.5,1.07627013630731,480,0,1,0,0,"Richochet River","rmvd",2001-04-25,2001,4,1
0,0,4,1,5.53804213135068,1,220,"Labonte, Richard","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Best Gay Bondage Erotica","not_rmvd",2009-11-09,2009,11,1
0,0,4,1,5.53804213135068,1,1144,"St. Stephen's Community House","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Little Black Book for Girlz:  A Book on Healthy Sexuality, The","not_rmvd",2009-11-09,2009,11,1
0,0,4,1,5.53804213135068,1,1816,"Black, Holly","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Tithe: A Modern Faerie Tale","not_rmvd",2009-11-09,2009,11,1
0,0,4,1,5.53804213135068,0,474,"Haddon, Mark","OR",0,1274.5,1.07627013630731,3249,0,1,0,0,"Curious Incident of the Dog in the Night-Time, The","not_rmvd",2008-11-23,2008,11,1
0,0,4,0,5.53804213135068,0,1462,"Cothran, Helen","OR",0,1274.5,1.07627013630731,1800,0,0,0,0,"Police Brutality: Opposing Viewpoints","not_rmvd",2004-12-05,2004,12,1
0,0,4,0,5.53804213135068,0,158,"Bellesiles, Michael","OR",0,1274.5,1.07627013630731,1426,0,0,0,0,"Arming America","not_rmvd",2003-11-27,2003,11,1
0,0,4,0,5.53804213135068,1,35,"Gould, Judith","OR",0,1274.5,1.07627013630731,990,0,0,0,1,"A Moment in Time","not_rmvd",2002-09-17,2002,9,1
0,0,4,0,5.53804213135068,1,1106,"Hamilton, Laurell K.","OR",0,1274.5,1.07627013630731,990,0,0,0,1,"Laughing Corpse, The","not_rmvd",2002-09-17,2002,9,1
0,0,4,0,5.53804213135068,0,891,"Reuss, Fredrick","OR",1,1274.5,1.07627013630731,510,0,0,0,0,"Henry of Atlantic City","not_rmvd",2001-05-25,2001,5,1
0,0,4,0,5.53804213135068,1,1253,"Russell, P. Craig","OR",0,1274.5,1.07627013630731,510,0,0,0,1,"Michael Moorcock's Stormbringer","not_rmvd",2001-05-25,2001,5,1
0,0,4,0,5.53804213135068,0,1483,"Peretti, Frank E.","OR",0,1274.5,1.07627013630731,510,0,0,1,0,"Prophet","not_rmvd",2001-05-25,2001,5,1
0,0,4,0,5.53804213135068,1,1571,"Thomas, Rob","OR",0,1274.5,1.07627013630731,510,0,1,0,0,"Satellite Down","not_rmvd",2001-05-25,2001,5,1
0,0,4,0,5.53804213135068,0,1061,"Park, Barbara","OR",0,1274.5,1.07627013630731,180,0,1,0,0,"Junie B. Jones and a Little Monkey Business","not_rmvd",2000-06-29,2000,6,1
1,0,4,1,5.53804213135068,0,1241,"Ross, Debra","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Master Math:  Basic Math and Pre-Algebra","rmvd",2009-11-09,2009,11,1
0,0,4,1,5.53804213135068,0,115,"Demarest, Chris L.","OR",0,1274.5,1.07627013630731,3600,0,0,0,0,"Alpha, Bravo, Charlie:  The Military Alphabet","not_rmvd",2009-11-09,2009,11,1
