"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","tag","TARGET_TAG"
"14121",14121,NA,11.2,0.2,0.39,16.5,0.304,-225,84.793579971716,1.0363,4.19,0.44,12.4153281923953,0,8,2,"test",NA
"14122",14122,NA,8.3,0.4,1.29,16.3,-0.0827532362493962,28.5,190,0.9964,1.92,1.86,12.3,1,7,3,"test",NA
"14123",14123,1,6.9,-1.02,-0.91,4,0.057,13,653,0.99585,2.99,0.48,2.9,-1,7,1,"train","yes"
"14124",14124,5,-4.1,0.13,-1.68,12.7,-0.083,218,183,1.02905,3.32,-0.9,12.2,1,6,2,"train","yes"
"14125",14125,NA,18.6,0.01,1.69,30.6,0.07,25,402,0.97453,3.05,-0.25,9.2,0,7,2,"test",NA
"14126",14126,3,7.9,1.68,0.36,11.1,0.07,-171,162,0.98341,1.72,0.46,10.3,0,9,2,"train","yes"
"14127",14127,5,5.8,0.65,1.32,3.5,0.178,25,27,0.96697,3.2,1.76,11.7,1,6,2,"train","yes"
"14128",14128,5,3.6,-0.44,0.34,12.8,0.06,-166,111,1.01082,4.37,0.47,10.7,1,8,3,"train","yes"
"14129",14129,NA,7.8,0.43,0.32,29.7,0.08,29,161,0.9974,2.02,0.64,14.5,0,9,3,"test",NA
"14130",14130,5,-1,-0.07,1.74,8.9,0.036,8,109,0.9935,3.06,-1.29,10.1,0,8,2,"train","yes"
"14131",14131,3,7.2,0.47,-1.22,21.7,0.219,14,125,0.99428,3.09,0.49,16.1,0,8,2,"train","yes"
"14132",14132,4,-11.5,0.23,1.21,-18.1,-0.313,19,7,1.01811,3.4,-0.48,1.3,1,7,1,"train","yes"
"14133",14133,0,6.9,-0.37,-1.49,7.6,0.042,-198,352.341238804789,0.95898,2.83,0.4,8.9,0,7,2,"train","no"
"14134",14134,3,10.4,0.22,-0.28,16,0.524,39,-71,0.97958,1.13,0.28,11.5,-1,8,3,"train","yes"
"14135",14135,NA,8.8,0.61,0.3,2.8,0,78,-321,0.9976,3.26,0.51,9.3,-1,10,1,"test",NA
"14136",14136,3,7.2,0.02,1.12,1.6,0.904,-73,-264.640372366958,0.99471,3.37,0.53,15.9,0,8,1,"train","yes"
"14137",14137,0,7.8,-0.54,-0.87,3.4,-0.496,122,-91,0.98959,5.38,0.47,13,0,8,3,"train","no"
"14138",14138,0,9.5,3.06,0.02,-44.1,-0.444,251,455,0.9196,2.65,0.66,12.6,0,7,2,"train","no"
"14139",14139,0,7,0.15,0.28,14.7,0.642,29,149,0.99792,2.69,2.15,9,0,7,2,"train","no"
"14140",14140,3,14,1.36,-0.86,-20.5,-0.243,53,130,0.99946,3.23,-1.18,8.8,-1,7,1,"train","yes"
"14141",14141,2,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.61,0.49,11.7,-1,8,1,"train","yes"
"14142",14142,0,8.4,-0.89,1.28,1.2,0.429,20,-78,0.9927,3.79,2.89,10.1,-2,7,1,"train","no"
"14143",14143,0,9.2,0.36,0.53,63.2,0.124722874395112,148,397,1.01639,2.93,0.93,18.6,-1,7,2,"train","no"
"14144",14144,0,11.1,0.37,1.19,6.2,0.079,217,742,1.04102,5.56,0.59,4.2,-1,11,1,"train","no"
"14145",14145,4,13.4,0.63,0.05,7.3,-0.232,61,206,0.9957,3.09,-0.51,7.9,0,8,2,"train","yes"
"14146",14146,2,3.8,-0.115,1.76,57.1,-0.128,-195,259,0.9965,3.19,0.82,9.6,-1,9,1,"train","yes"
"14147",14147,3,0.1,0.63,3.52,6.8,0.047,13,134,0.99303,3.23,-0.07,10,0,9,2,"train","yes"
"14148",14148,NA,8.3,-0.14,1,13,0.045,11,-136.158385340294,0.92865,4.2,0.55,10.9,2,9,3,"test",NA
"14149",14149,2,7,1.91,-0.81,5.6,0.128,-223,121,1.01042,2.52,0.600185285634088,8.8,-1,8,2,"train","yes"
"14150",14150,4,6.5,0.33,0.3,3.8,-0.521,34,88,0.99028,2.25937631580254,0.63,9.6,-1,7,1,"train","yes"
"14151",14151,3,6.8,0.39,-1.05,3.5,-0.437,30,130,1.01727,3.37519326084187,-1,4.2,0,7,3,"train","yes"
"14152",14152,4,-5.4,-0.65,0.36,9.2,0.433,-390,214,0.96911,4.14,0.56,4.4,1,7,2,"train","yes"
"14153",14153,0,6.7,-0.9,0.24,-45.7,-0.5,-35,34,0.99086,4.56,0.86,8.2,-2,7,1,"train","no"
"14154",14154,3,7.5,-0.19,1.25,44.4,0.047,186,374,0.9978,1.45,-3.1,13.5,0,8,1,"train","yes"
"14155",14155,5,6.9,0.3,-0.51,-17.8,-0.193,36,122,1.00896,3.06,-0.53,11.1,0,8,3,"train","yes"
"14156",14156,4,7.2,0.29,0.4,-2.8,0.024,56,177,0.96238,1.98,0.32,6.55783575964897,0,8,1,"train","yes"
"14157",14157,NA,6.9,0.13,0.86,-29.7274543728744,0.035,157,138,1.04352,2.88,0.76,10.33333333,0,7,2,"test",NA
"14158",14158,3,-3.3,0.28,0.23,45,0.087,156,95,1.03595,2.09,0.7,13.1,-1,7,2,"train","yes"
"14159",14159,4,-1.9,0.24,1.39,45.4,0.044,-208,939,0.9982,2.66,-0.909455925801509,9.6,-1,8,1,"train","yes"
"14160",14160,4,7.9,0.35,-0.98,31,0.634,262,832,0.95518,2.99,-0.01,1.1,0,9,2,"train","yes"
"14161",14161,NA,7.3,1.71,0.09,-46.7056403708713,0.39,10,505,0.95646,3.3,0.67,16.4,0,8,3,"test",NA
"14162",14162,5,6.9,2.02,1.38,50.05,0.048,303,-166,0.97088,2.63,-0.62,8.8,1,8,1,"train","yes"
"14163",14163,NA,7.1,0.685,0.35,119.3,-0.364,9,638,0.9963,2.39,2.57602978069602,3.1,0,8,2,"test",NA
"14164",14164,4,7,0.24,1.74,11,0.029,15,381,1.03413,3.03,-0.58,5.3,1,8,2,"train","yes"
"14165",14165,5,4.8,0.3,-0.82,2.5,0.041,-149,-214,1.02496,2.48,0.61,11.8,0,7,3,"train","yes"
"14166",14166,0,-0.7,0.38,0.14,2.2,0.289,-91,-138,1.04044,2.31,0.65,16.9,0,7,1,"train","no"
"14167",14167,0,0.1,0.47,1.02,61.4,0.086,-530,-352,0.95679,2.28722775588515,-0.159719278728906,10.1,-1,8,2,"train","no"
"14168",14168,5,14.5,0.46,-2.43,-27.1,0.476,7,18,0.9947,3.32,0.79,13.5190693706606,1,10,4,"train","yes"
"14169",14169,3,13.3,1.18,0.27,1,-0.363,200,312,1.00926,3.24,2.08,10.2,0,7,2,"train","yes"
"14170",14170,0,18.5,1.29,0.04,2,-0.559,-31,-285,0.94996,2.82,3.15,9.5,0,9,1,"train","no"
"14171",14171,6,6,0.31,-0.84,2.3,0.042,19,120,0.98952,3.32,0.41,3.8,1,7,2,"train","yes"
"14172",14172,NA,6,-1.4,-1,12.2,-0.242,25,97,1.00282,1.93,0.234146171491447,11.3,-1,7,3,"test",NA
"14173",14173,0,9.4,-0.7,1.86,2.9,-0.066,96,324,0.9976,2.14,0.62,0.9,1,9,1,"train","no"
"14174",14174,2,9.6,0.44,0.24,43.2,-0.09,68,210,0.99718,2.61,0.442262866983022,7.1,-1,8,3,"train","yes"
"14175",14175,5,8.8,0.72,0.44,6.35,0.324,-125,351,0.96402,1.74,0.4,12.6,0,10,1,"train","yes"
"14176",14176,0,6.3,0.93,1.6,1.6,0.541,-170,444,0.97083,3.28,-0.51,9.9,2,10,4,"train","no"
"14177",14177,3,-0.9,0.42,-0.99,12.1,0.318,61,248,1.0051,3.31,-0.537425966861081,16.2,0,8,1,"train","yes"
"14178",14178,0,9.1,1.56,-0.25,9,0.114,94,9,1.03779,3.18,0.6,10.9,0,10,2,"train","no"
"14179",14179,0,12.9,-0.12,0.23,17.3,0.117,-9,204.021363326487,1.04098,3.73,3.15,3.6,-1,7,2,"train","no"
"14180",14180,NA,6.1,0.51,0.16,-32.7,0.069,313,-158,0.99023,2.83,0.74,16.7,1,7,3,"test",NA
"14181",14181,4,-1.7,-0.6,0.73,-17.9752431682832,0.054,200.148163957996,143,0.94202,2.67,-0.23,11,-1,7,1,"train","yes"
"14182",14182,NA,-1.6,1.03,0.3,-19.5,0.025,160.024541844384,-44.0457930725845,0.99104,3.11,1.25,11,1,7,2,"test",NA
"14183",14183,4,6.9,1.055,-1.38,1.3,-0.374,240,-2,0.92426,4.06,0.93777096090574,12.9,-1,7,1,"train","yes"
"14184",14184,0,13,-0.17,2.71,6.8,0.163,196.494817268754,568,0.95261,2.28,0.56,10.3,-2,7,1,"train","no"
"14185",14185,4,7.1,2.05,-1.34,69.1447960302936,0.341,288,671,1.03805,3.44,0.6,9.1,1,8,3,"train","yes"
"14186",14186,2,6.6,-1.2,0.27,1.4,0.057,59,-191,0.9934,3.22,1.13,11.8,-2,7,2,"train","yes"
"14187",14187,3,4.2,0.33,0.18,4.9,-0.38,129,155,0.99385,3.36,-0.33,16.2,-1,8,2,"train","yes"
"14188",14188,NA,6.7,-0.75,0.36,-15.5,0.152,37,509,0.99946,3.23,0.43,8.8,1,7,3,"test",NA
"14189",14189,4,7.4,0.16,0.3,13.7,0.056,33,173,0.99825,1.75,0.44,8.7,-1,8,2,"train","yes"
"14190",14190,3,8.2,0.28,2.01,-2.5,-0.54,61,307,0.98743,3.19,0.47,9.3,0,7,1,"train","yes"
"14191",14191,NA,6.2,0.35,-1.2,7.3,0.044,296,282,0.9956,3.36,0.55,5.7,0,7,1,"test",NA
"14192",14192,0,7.7,1.49,0.49,3.8,0.037,-144,-135,0.99116,2.79,-0.99,6.4,0,8,1,"train","no"
"14193",14193,4,19.3,0.27,0.27,74.7,0.429,55,521,0.99699,3.11,-0.91,9.8,1,8,3,"train","yes"
"14194",14194,3,6.2,0.3,-0.59,24.8,0.036,-193,531,0.926325,2.01,1.17,13.3,-1,7,2,"train","yes"
"14195",14195,0,10,0.69,0.11,48.3,-0.368,223,-231,1.0306,1.96,0.24,5.4,-1,11,1,"train","no"
"14196",14196,0,-3.1,1.38,0.27,-43.6,-0.286,73,148,1.02861,3.16,0.57,11.3,-1,7,2,"train","no"
"14197",14197,3,6.8,0.31,3.2,10.6,0.04,-172,145,1.04023,3.19,0.88,10,0,7,1,"train","yes"
"14198",14198,4,1.8,0.54,0.31,2.1,0.508,-94,95,0.989435,3.51,-0.75,12,0,7,2,"train","yes"
"14199",14199,6,7.3,-2.05,0.95,126.9,0.044,12,143,1.0493,3.2,-0.67,15.9,1,8,2,"train","yes"
"14200",14200,0,10.2,0.8,-0.36,-3.3,0.454,100,-295,0.94964,3.52,-0.09,12.2,1,7,1,"train","no"
"14201",14201,NA,7.4,0.42,0.74,60.2,0.423,42,18,0.9978,3.12,-0.48,9,2,8,4,"test",NA
"14202",14202,NA,3.3,-0.83,0.36,-26.3214113488339,-0.078,44.5,118,0.97662,3.49,2.21,10.2,0,8,2,"test",NA
"14203",14203,2,14.6,0.27,-0.53,4.5,0.537,212,111,1.04838,3.41,0.09,10,-1,7,1,"train","yes"
"14204",14204,5,19,0.51,-0.39,1.7,0.34,13,91,0.99538,3.36,0.54,9.3,1,8,2,"train","yes"
"14205",14205,4,19.3,2.22,0.18,1.2,0.174,40,126,1.0108,2.49,0.4,11,-1,6,3,"train","yes"
"14206",14206,5,17.5,0.25,0.19,2.4,0.049,35,166,1.03796,4.08,-0.33,10.4,1,6,2,"train","yes"
"14207",14207,4,6.8,3.37,-0.72,14.85,1.027,27,-334,1.00295,3.06,0.42,4.7,0,8,1,"train","yes"
"14208",14208,0,18.2,0.34,0.28,41.4621536140398,-0.095,36,100,0.99064,3.26,0.39,14.5,0,7,1,"train","no"
"14209",14209,5,1.4,-0.73,0.71,-51,0.279,34,-41,0.95029,2.83,-0.21,15.2840249207732,0,7,3,"train","yes"
"14210",14210,5,8.8,0.2,0.43,15,-0.54,-122,266,1.0008,2.28,0.79,7.10681855700581,1,9,4,"train","yes"
"14211",14211,4,10,1.11,0.87,60.2,0.047,16,-93,0.96709,4.17,0.46,11.3,0,8,1,"train","yes"
"14212",14212,5,8.1,0.28,0.4,-31.1,0.05,-50,97,0.95242,3.69,1.55,5.3,1,9,2,"train","yes"
"14213",14213,NA,6.2,0.21,0.34,29.5,0.351,-239,-165,0.94723,3.47675220531165,0.45,12.5,0,7,2,"test",NA
"14214",14214,3,14.7,0.27,0.26,-47.5,0.185,61,173,0.99699,4.31,2.38,9.8,0,8,2,"train","yes"
"14215",14215,2,7.2,1.29,0.32,-0.4,0.496,200,612.804118079277,1.001,2.9,0.49,15.5,-1,8,1,"train","yes"
"14216",14216,3,8.9,0.56,1.21,1,0.002,6,24,0.99175,1.79,0.32,9.9,0,10,1,"train","yes"
"14217",14217,6,12.8,0.84,0.63,2.4,-1.022,98,215,0.9997,2.91,-0.61,10.4,2,14,1,"train","yes"
"14218",14218,0,6.6,0.35,-1.35,2.7,0.045,-212,51,0.96694,3.24,0.99,18.7,1,7,1,"train","no"
"14219",14219,3,5.7,0.12,0.95,5.5,-0.43,214,99,1.02272,4.02,-0.23,9.5,-1,6,2,"train","yes"
"14220",14220,NA,8.5,0.2,0.4,-26.7,0.468,50,364,0.99194,3.78,0.35,10.5,0,9,2,"test",NA
"14221",14221,6,6.9,0.53,0.14,4.6,0.194,-142,17,1.0002,3.07,0.66,11.7,2,12,2,"train","yes"
"14222",14222,3,6.9,1.56,0.59,10,0.189,190.707837972326,167,0.99282,2.55,1.86,10.2,-1,8,2,"train","yes"
"14223",14223,0,10,0.38,0.38,-40.5,-0.083,27,90,0.99914,3.15,0.65,1.8,-1,11,1,"train","no"
"14224",14224,NA,-3.2,0.29,1.8,-24.4,-0.476,-378,-259,0.9939,3.16,0.39,13.2,-1,8,1,"test",NA
"14225",14225,2,7.3,1.2,-0.33,-12.7557094792221,0.036,11,74,0.99082,2.69,1.26029082014071,12.2,0,6,2,"train","yes"
"14226",14226,3,5.9,3.05,1.19,19.55,0.03,20.0765002576848,494,0.96795,3.52,0.300726449116843,11.5,-2,7,2,"train","yes"
"14227",14227,4,17.6,0.18,-0.41,3.4,-0.293,511,119,0.99373,3.11,1.29,12.2,0,7,1,"train","yes"
"14228",14228,0,3.9,0.18,-1.64,0.9,0.049,-147,741,0.99007,2.89,0.44,16.9,1,9,3,"train","no"
"14229",14229,5,16.9,0.33,-0.6,2.4,0.078,93,405,0.99311,4.37,-1.17,17.8,0,9,2,"train","yes"
"14230",14230,4,15.9,0.25,0.88,-40.7,0.052,-230,183,1.04475,3.51,-1.22,9.1,0,7,2,"train","yes"
"14231",14231,NA,5.3,0.32,-1.36,64.3,0.05,225,267.852961540815,0.99292,2.49,1.04584470024716,8.7,-1,8,1,"test",NA
"14232",14232,0,15.8,0.32,1.46,9.1,-0.145,46,-438,1.00793,3.94,0.57,13,-1,6,1,"train","no"
"14233",14233,4,6.5,0.66,0.87,43,0.029,29,133,0.90832,3.33,0.64,11.5,-1,7,3,"train","yes"
"14234",14234,5,12.4,-0.89,1.31,9.05,0.054,42,508,1.01608,3.92805493542906,1.92,9.9,1,8,3,"train","yes"
"14235",14235,6,5.6,0.26,-0.82,10.6,0.03,27,753,0.9947,2.28,0.34,16.7,1,6,4,"train","yes"
"14236",14236,4,6.2,0.23,0.36,72.1,0.039,-130,14,0.99946,3.23,0.7,4.5,0,7,2,"train","yes"
"14237",14237,0,6.8,0.26,2.04,2,-0.386,159,-273,0.9974,3.21,0.8,3.2,0,9,1,"train","no"
"14238",14238,3,7.5,-0.71,1.03,17.133014264213,0.67,280,204,1.02573,3.06,0.6,8.9,0,8,2,"train","yes"
"14239",14239,3,6.7,0.23,-0.61,-8.9,0.06,33,35,0.99223,3.24,1.76,9.5,-1,7,2,"train","yes"
"14240",14240,5,6.4,0.28,-1.01,-13.8,0.045,60,221,0.9952,3.68042700464661,0.45,9.4,1,7,4,"train","yes"
"14241",14241,NA,29.9,0.27,0.37,8.2,0.055,-104,-236,0.99586,3.5,0.52,9.5,1,7,3,"test",NA
"14242",14242,0,3,0.27,1.32,6.7,1.128,35,-132,0.9958,3.29,0.3,16.1,1,8,1,"train","no"
"14243",14243,NA,8.2,0.28,1.3,61.2,-0.523,-203.594560941993,-149,0.9936,3.13,0.41,8.9,0,9,3,"test",NA
"14244",14244,3,9.1,0.36,0.32,1.6,0.039,26,-308,1.03433,3.09,1.38,11.9,0,7,2,"train","yes"
"14245",14245,NA,12.7,-0.04,0.3,-35,-0.017,535,-49,0.93314,3.32,1.86,13.8,-1,7,1,"test",NA
"14246",14246,5,13.8,1.16,-1.1,1.1,0.108,217,528,1.04102,3.69,-0.16,9.4,1,10,2,"train","yes"
"14247",14247,NA,6.9,-0.35,0.3,-41.5,0.346,39,190,0.9914,1.41,1.29043791795222,12.2,-2,7,1,"test",NA
"14248",14248,NA,6.4,1.19,0.46,37.9,-0.125,81,74,0.9884,4.26,0.06,13.6,0,7,1,"test",NA
"14249",14249,2,-2.7,1.35,0,1.3,-0.119915016300712,-180,162.958254426996,0.9976,2.11,-0.51,8.3,-1,8,2,"train","yes"
"14250",14250,4,-1.8,0.45,0.29,5,-0.066,-23,108,0.99076,2.76,0.55,17,0,6,1,"train","yes"
"14251",14251,3,6,-1.24,0.15,9.7,-0.37,101,207,0.99571,3.45,-2.64,10.8,0,6,1,"train","yes"
"14252",14252,NA,16.1,-0.47,0.23,8.8,0.054,313,358,1.02656,3.16,0.58,12.2,0,8,1,"test",NA
"14253",14253,4,-4.4,1.02,0.04,1.4,0.138,41,-42,0.96032,3.75,-0.46,10.5,2,6,2,"train","yes"
"14254",14254,NA,14.1,0.28,0.34,3.6,0.359,29,121,0.99111,4.11,-0.01,12.1,0,7,3,"test",NA
"14255",14255,3,7.2,-1.03,1.37,39.8,0.057,17,82,0.98586,3.71,2.07,10.5,0,8,3,"train","yes"
"14256",14256,3,7.1,0.46,0.72,13.7,0.605,44,192,1.09679,3.03,0.53,9.4,0,8,2,"train","yes"
"14257",14257,3,-5.8,-0.19,-1.23,23.6,0.075,49,201,1.0014,4.24,-0.385844546671456,9.5,0,6,3,"train","yes"
"14258",14258,4,7.1,0.18,0.74,135,0.044,44,-245,0.9996,2.07,2.32,8.9,0,8,2,"train","yes"
"14259",14259,4,6,1.45,-0.75,6.3,0.245,179,-440,0.94783,2.28,0.41,15.1,1,7,2,"train","yes"
"14260",14260,NA,7.4,1.05,0.42,1.1,-0.044,269,171,0.96385,3.12,0.35,6.7,-1,8,3,"test",NA
"14261",14261,5,8.4,1.1,1.95,24.95,-0.066,-118.364038907259,88,0.99524,2.98,0.76,11.8,0,9,4,"train","yes"
"14262",14262,4,6.8,0.23,0.29,12.2,0.035,-63,236,1.01015,3.33,-0.618695494492185,9.8,0,7,2,"train","yes"
"14263",14263,3,7.6,-1.01,0.28,4.2,-0.521,-42,111,0.9906,3,-1.32,15.9,-1,8,2,"train","yes"
"14264",14264,4,9.7,0.48,0.48,11.9,-0.282,35,-111,0.9417,4.49,0.74,12.1,0,7,2,"train","yes"
"14265",14265,0,8.3,1.54,0.43,28.2,0.598,14,-16,0.9928,3.15,0.36,17.8,-1,9,1,"train","no"
"14266",14266,6,7.9,1.14,0.29,48.6,0.116,81.504366972287,-222,0.9918,3.06,0.87,9.9,1,8,2,"train","yes"
"14267",14267,3,-1,-0.65,-0.23,64.5,-0.06,-64,419,0.998,3.99,0.44,9,0,8,2,"train","yes"
"14268",14268,2,9.9,0.16,0.31,6.85,0.539,31,391,0.97092,3.29,0.88,9.7,-1,8,2,"train","yes"
"14269",14269,NA,-1.6,0.23,2.12,12.9,0.431,216,9,1.02684,3.7,1.24,9.1,1,8,2,"test",NA
"14270",14270,5,5.6,1.32,0.27,-61.1,-0.552,52,180,0.99202,3.35,-0.06,10.7,0,6,3,"train","yes"
"14271",14271,4,-3.6,-0.65,0.4,-2.75,0.368,-25,197,0.992,3.03,1.15,11.9,-1,8,1,"train","yes"
"14272",14272,NA,-3.3,0.61,0.42,1.2,0.033,220,52,1.06193,3.81,0.43,13.3620945363133,1,8,3,"test",NA
"14273",14273,3,7.4,0.84,-0.62,-39.8,0.036,19,113,0.9926,2.49,1.44,4.1,0,8,2,"train","yes"
"14274",14274,NA,-4.8,3.54,0.65,43.2,-0.257,-74,-246,0.95917,3.75,0.34,17.7,0,7,2,"test",NA
"14275",14275,6,7.9,0.19,0.37,5.85,0.276,37,93,0.9434,3.16,-1.62350215820189,14.7,1,9,4,"train","yes"
"14276",14276,4,-1.4,0.22,0.1,-4.1,0.044,17,-140,0.9937,2.42,0.96,9.2,1,7,2,"train","yes"
"14277",14277,5,19.4,2.38,0.35,20.6,-0.58,-22,98,0.98834,1.71,-0.15,9.5,1,8,3,"train","yes"
"14278",14278,0,8.2,-1.07,0.63,1.6,0.081,-284,29,0.97646,3.3,1.85,17.7,-1,9,2,"train","no"
"14279",14279,NA,16.1,0.18,0.2,19.5,0.098,309,59,0.99892,3.81,0.58,15.1,1,8,1,"test",NA
"14280",14280,NA,5.8,0.17,1.26,43.4,0.036,11,70,0.97784,3.43,1.23,10.4,1,6,3,"test",NA
"14281",14281,4,7.1,0.23,1.66,13.7,0.058,26,172,1.04072,2.9,1.87,3.5,0,8,1,"train","yes"
"14282",14282,0,7.3,0.31,1.28,-39.65,0.821,30,700,0.991,2.74,0.37,8.3,1,8,2,"train","no"
"14283",14283,0,10.4,0.44,1.06,1.5,0.145,34,177,1.04557,3.38,0.86,9.9,0,11,1,"train","no"
"14284",14284,0,3.5,1.21,0.28,-62.2,0.591,-161.767762955903,56,0.9968,3.11,2.55,17.2,-1,9,2,"train","no"
"14285",14285,4,6.8,1.58,0.15,-40.8,-0.541,62,178,1.01618,3.19,-0.33,8.8,1,8,1,"train","yes"
"14286",14286,4,6.9,1.36,-1.05,64.9,0.067,-63,-240,0.98882,2.73,0.43,11,-1,7,2,"train","yes"
"14287",14287,6,16.8,0.24,0.49,6.5,0.342,50,149,0.96335,2.75,0.59,10.5,1,8,2,"train","yes"
"14288",14288,6,-1.1,0.51,0.41,2.1,0.853,12,28,0.99768,3.52,1.78,9.5,2,8,3,"train","yes"
"14289",14289,4,5,0.27,0.49,13.4,0.197,58,178,0.98956,5.02,0.31,12.6,-1,6,1,"train","yes"
"14290",14290,NA,6,-1.26,3.14,1.6,-0.437,13,61,0.99143,2.02,0.65,13.6,-1,7,2,"test",NA
"14291",14291,2,7.1,-1.18,0.35,1.4,0.138,24,-238,0.99212,1.29,0.68,10.4,-1,8,2,"train","yes"
"14292",14292,3,5.8,1.5,0.43,2.6,0.53,130.5,210,0.99314,4.02,0.61,6.7,0,7,1,"train","yes"
"14293",14293,3,9.1,-0.01,0.2,16,0.044,41,-312,0.99862,2.15,1.6,4.7,-1,6,2,"train","yes"
"14294",14294,5,4.7,1.225,0.18,1.9,-0.281,-52,43.082705764245,0.98746,3.76,0.83,14,0,5,2,"train","yes"
"14295",14295,3,-2.2,-0.79,0.02,2.5,-0.572,22,354,0.95705,3.48,1.99,10.6,-1,8,2,"train","yes"
"14296",14296,3,0.3,0.27,-1.15,11.8,0.053,27,118.636573250432,0.94754,3.11,0.6,5.3,0,8,2,"train","yes"
"14297",14297,4,-11.1,-0.76,0.26,-16,-0.184,131,-229,0.98998,3.32,0.622811141199722,6.1,0,6,2,"train","yes"
"14298",14298,NA,6.9,0.26,0.29,18.2,0.043,33,114,0.97048,3.16,0.715123328266413,12.5,2,7,4,"test",NA
"14299",14299,6,8.9,0.24,1.41,-49.05,-0.561,16,132,0.996,2.99,0.37,12.1,2,9,2,"train","yes"
"14300",14300,0,7.2,0.84,0.32,43.7,-0.005,442,186,1.00398,3.19,0.4,13.6,-1,8,3,"train","no"
"14301",14301,6,7.3,0.25,1.35,2.1,0.034,163,177,1.01028,1.96,0.4,7.8,0,8,3,"train","yes"
"14302",14302,0,-0.6,-0.45,0.34,2.7,0.495,-188,121,1.01369,3.14,1.62,12.4,-1,7,2,"train","no"
"14303",14303,2,-3.8,-0.98,1.64,14.3,0.067,-25,178,0.9976,2.82677816055968,0.54,9.5,-2,8,1,"train","yes"
"14304",14304,0,0.6,0.53,0.49,-7.02607132569549,-0.039,294,25,1.02261,2.8,0.39,6.84016277686517,-1,10,1,"train","no"
"14305",14305,4,6.1,0.41,0,1.6,-0.094,-163,87,0.9914,3.27,0.67,17.3,0,7,3,"train","yes"
"14306",14306,2,2.4,1.47,0.38,11.1,0.334,151,466,0.95808,2.93,-0.423279407104137,8.7,1,12,1,"train","yes"
"14307",14307,0,6.2,1.55,1.31,9.1,-0.133,-255,78,1.01706,3.06,1.81,13.8,1,7,3,"train","no"
"14308",14308,NA,7.6,-1.23,1.37,48.8,-0.221,269,-87,0.9914,3.04,1.54,12.8,0,8,3,"test",NA
"14309",14309,4,21.3,0.27,0.3,-14.1,0.459,263,443,0.99364,3.79,0.34,6.2,0,7,1,"train","yes"
"14310",14310,0,6.8,0.15,0,2.7,0.123,105,359,0.97615,3.44,-0.3,16,-1,7,3,"train","no"
"14311",14311,5,7,0.15,-1.38,53.6,0.273,-205,149,1.03876,4.04,-0.06,9.5,0,7,3,"train","yes"
"14312",14312,3,8.9,0.62,-0.86,-48.9,0.176,52,64,0.9986,3.16,0.88,2.4,0,10,1,"train","yes"
"14313",14313,NA,-8.5,0.22,-1.24,34.7,-0.538,36,342,0.99012,3.27,0.16,20.2,0,7,2,"test",NA
"14314",14314,0,7.1,1.12,-1.23,11.2,0.237665793208448,8,29,0.99432,3.67,1.33,9.6,1,8,3,"train","no"
"14315",14315,4,6.7,1.2,-0.12,2.9,-0.132,52,161,0.99718,3.02,0.62,9.5,-1,7,2,"train","yes"
"14316",14316,NA,17.6,-0.47,-0.27,32.1,0.03,32,150,0.99363,2.51,0.31,12,0,7,2,"test",NA
"14317",14317,4,7.2,0.46,0.82,23.7002867476908,-0.433,259,-267,0.9976,4.27,0.42,8.7,1,8,1,"train","yes"
"14318",14318,4,0.8,0.2,-1.22,0.9,0.023,247,87,0.99062,4.38,-1.31,10,0,9,3,"train","yes"
"14319",14319,NA,0.9,0.08,0.44,14.1,0.053,-500,354.643304090598,1.0006,2.75,-0.07,9.1,1,9,4,"test",NA
"14320",14320,4,12.2,0.21,1.16,10.65,-0.213,219,367,0.9972,3.17,1.3,10.2,0,9,1,"train","yes"
"14321",14321,4,7.6,-1.35,-0.95,-27.9,0.043,25,136,1.0064,3.11,1.51919928029966,10.3,0,8,2,"train","yes"
"14322",14322,NA,7.8,0.46,0.26,-43,0.0879943035339674,-231,53,0.9981,3.43,1.42,9.2,1,9,1,"test",NA
"14323",14323,NA,7.9,-2.36,-0.26,-114.3,0.027,316,92,1.02548,5.26,1.15725117856406,15.8,-1,9,2,"test",NA
"14324",14324,3,4.8,-1.02,-0.22,2.5,0.103,6,20,0.94447,3.15,1.98,10.5,0,10,2,"train","yes"
"14325",14325,NA,-10,0.3,1.24,60.1,0.237,52,-44,1.02423,3.3,0.33,14.4,2,9,3,"test",NA
"14326",14326,4,7,0.93,0.58,24,0.045,40,120,0.94276,3.57,0.44,10.9,0,8,1,"train","yes"
"14327",14327,6,-17,0.39,0.24,-33.7,0.17,45,138,1.00199,2.87,0.738814996026023,11.4,1,7,2,"train","yes"
"14328",14328,3,7.1,0.12,1.27,12.5,-0.237,-201,72,0.96888,3.17,2.07,14.2,0,8,2,"train","yes"
"14329",14329,2,9.2,0.58,-0.51,3,0.081,82,-227.080950097978,0.97726,3.23,-0.85,6.8,-1,10,1,"train","yes"
"14330",14330,3,5.8,-0.64,0.26,3.3,-0.23,40,153,1.01988,3.34,0.33,5.4,-1,6,1,"train","yes"
